,CostPerTRansaction,Difficulty,EstimatedTransactionVolume,HashRate,MiningOperationMargin,MinerRevenue,MarketCapitalization,TransactionsPerDay,UniqueAddress,NumberOfTransactions,TotalNumberOfTransactions,Mined,ExchangeTradeVolume
2011-06-02,14.0672418611,434877.045528,856819.0,4.10739248589,90.0,100679.25,67751057.5,0.0,12768.0,7157.0,605597.0,6409750.0,540577.45112
2011-06-01,13.8041046301,434877.045528,591030.0,3.84797822363,89.0,83777.11099999999,60104747.75,0.0,11219.0,6069.0,598440.0,6400250.0,395779.168538
2011-05-31,11.516765436099998,434877.045528,636881.0,3.24267827834,89.0,71438.496,60716546.73,0.0,12252.0,6203.0,592371.0,6391350.0,331557.83968800004
2011-05-30,14.267838676300002,434877.045528,437182.0,3.3075318438999997,88.0,68985.0,57454650.0,0.0,10010.0,4835.0,586168.0,6383850.0,120296.781
2011-05-29,15.5845648254,434877.045528,526541.0,3.73988894768,88.0,73637.0688,54192599.04,0.0,9270.0,4725.0,581333.0,6376200.0,73005.97770239999
2011-05-28,13.4170567867,434877.045528,417034.0,3.35076755428,88.0,67809.805,55620549.25,0.0,9834.0,5054.0,576608.0,6367550.0,117323.89918499999
2011-05-27,16.1083081406,434877.045528,3111304.0,4.28033532741,88.0,88450.72,56729416.0,0.0,9863.0,5491.0,571554.0,6359800.0,168676.20096
2011-05-26,21.785508946900002,244112.48777399998,828721.0,3.85889743274,93.0,148533.6,59244567.0,0.0,12180.0,6818.0,566063.0,6349900.0,658607.94684
2011-05-25,17.7906205444,244112.48777399998,566716.0,3.54339009547,92.0,109803.71,47568340.0,0.0,12928.0,6172.0,559245.0,6334000.0,246555.91348000002
2011-05-24,19.1184466019,244112.48777399998,411273.0,3.57979478823,92.0,106336.8,45499680.0,0.0,10691.0,5562.0,553073.0,6319400.0,100497.6288
2011-05-23,17.8916103896,244112.48777399998,656643.0,3.36136663166,92.0,103324.05,46969642.5,0.0,10157.0,5775.0,547511.0,6304650.0,288515.59125
2011-05-22,15.4370864696,244112.48777399998,1649403.0,3.0822639871499997,91.0,84085.81,41582188.0,0.0,9823.0,5447.0,541736.0,6290800.0,147282.94918
2011-05-21,14.610910078800002,244112.48777399998,2827342.0,2.58473318608,91.0,70453.8084,41458061.16,0.0,9193.0,4822.0,536289.0,6278100.0,347598.31571999996
2011-05-20,16.579970851600002,244112.48777399998,436590.0,2.71821705954,92.0,79633.6,44498895.0,0.0,9419.0,4803.0,531467.0,6267450.0,174854.9873
2011-05-19,12.9719586825,244112.48777399998,408467.0,2.1964164632900003,92.0,66559.12,45920875.0,0.0,11265.0,5131.0,526664.0,6256250.0,179823.77568
2011-05-18,22.322010006,157416.401844,632200.0,2.21453493368,95.0,111543.084,49190452.8,0.0,9918.0,4997.0,521533.0,6247200.0,207908.277096
2011-05-17,25.0668627164,157416.401844,1159406.0,2.03455506274,95.0,109166.18712999999,52289118.7805,0.0,9093.0,4355.0,516536.0,6233050.0,285797.89164
2011-05-16,22.9152644231,157416.401844,529896.0,1.7528474386700001,95.0,95327.5,52870425.0,0.0,9243.0,4160.0,512181.0,6220050.0,359376.63399999996
2011-05-15,24.458571428600003,157416.401844,2326710.0,1.7841482857900002,95.0,97589.7,53085667.5,0.0,7124.0,3990.0,508021.0,6208850.0,387948.58065
2011-05-14,25.402552310900003,157416.401844,5839842.0,1.9406525213799999,95.0,110475.7,55157305.0,0.0,7463.0,4349.0,504031.0,6197450.0,321728.0758
2011-05-13,19.30414396,157416.401844,2737966.0,1.57286756773,95.0,85015.45,52263672.5,0.0,7624.0,4404.0,499682.0,6185050.0,541303.54395
2011-05-12,18.5203284901,157416.401844,604958.0,1.28333473188,93.0,48819.5859,36741126.5,0.0,4914.0,2636.0,495278.0,6175000.0,170586.081299
2011-05-11,17.3479018949,157416.401844,692885.0,1.4633146028200001,93.0,56762.335,37401642.0,0.0,5921.0,3272.0,492642.0,6166800.0,346483.630765
2011-05-10,16.535239910999998,157416.401844,543880.0,1.56504235595,92.0,52036.4,32018740.0,0.0,5425.0,3147.0,489370.0,6157450.0,228989.8988
2011-05-09,13.780605898900001,109670.13329200001,285840.0,1.35748124218,93.0,49058.957,24202510.65,0.0,6323.0,3560.0,486223.0,6147450.0,53299.65718
2011-05-08,14.472272236199998,109670.13329200001,309849.0,1.1230567706399999,93.0,40189.5,23926500.0,0.0,4744.0,2777.0,482663.0,6135000.0,73003.7451
2011-05-07,10.4235536128,109670.13329200001,369563.0,1.19392928529,93.0,40537.2,22661390.0,0.0,6110.0,3889.0,479886.0,6124700.0,51864.1247
2011-05-06,11.0342899969,109670.13329200001,354735.0,1.08489464736,92.0,35850.4082,22008277.25,0.0,5690.0,3249.0,475997.0,6113750.0,83833.168343
2011-05-05,11.7459546926,109670.13329200001,267356.0,1.24299487235,92.0,39924.5,21363300.0,0.0,5773.0,3399.0,472748.0,6103800.0,50318.7615
2011-05-04,11.227468823699999,109670.13329200001,659930.0,1.01402213271,92.0,33311.9,21810792.0,0.0,5204.0,2967.0,469349.0,6092400.0,68236.02436
2011-05-03,11.1701576507,109670.13329200001,321812.0,1.12850850253,92.0,36135.46,21230019.0,0.0,5240.0,3235.0,466382.0,6083100.0,45080.148519999995
2011-05-02,12.356677252899999,109670.13329200001,215720.0,0.970408277539,92.0,31126.47,21224261.25,0.0,4268.0,2519.0,463147.0,6072750.0,85422.87474
2011-05-01,8.63317340792,109670.13329200001,327093.0,1.0685394516700002,93.0,40126.99,24801146.5,0.0,7135.0,4648.0,460628.0,6063850.0,195812.79501
2011-04-30,9.55357524615,109670.13329200001,1202538.0,1.00857040081,93.0,38424.47964,25124065.338000003,0.0,6324.0,4022.0,455980.0,6054050.0,349701.674749
2011-04-29,7.85518134715,92347.5909521,550045.0,0.927305976467,92.0,27288.9,16320960.0,0.0,5505.0,3474.0,451958.0,6044800.0,104007.1833
2011-04-28,5.82736318408,92347.5909521,294932.0,0.729909159694,91.0,21083.4,15991955.0,0.0,5619.0,3618.0,448484.0,6034700.0,265782.09185
2011-04-27,4.07485714286,92347.5909521,105119.0,0.8722184927159999,88.0,18540.6,11752162.5,0.0,6329.0,4550.0,444866.0,6026750.0,58970.43555
2011-04-26,6.06725390483,92347.5909521,110594.0,0.885990363654,87.0,16703.15,10409842.5,0.0,4431.0,2753.0,440316.0,6017250.0,35059.82189
2011-04-25,6.35981995231,92347.5909521,76427.0,0.863037245425,87.0,16001.306999999999,10218927.6,0.0,4110.0,2516.0,437563.0,6007600.0,26232.861123
2011-04-24,6.17734375,92347.5909521,161867.0,0.725318536048,88.0,15418.65,11696490.0,0.0,4082.0,2496.0,435047.0,5998200.0,83821.3818
2011-04-23,6.27345,92347.5909521,128333.0,0.780406019799,86.0,13174.245,9278974.7,0.0,3399.0,2100.0,432551.0,5990300.0,76280.47402000001
2011-04-22,5.09598938992,92347.5909521,180531.0,0.794177890736,83.0,11527.128,7967757.6,0.0,3723.0,2262.0,430451.0,5981800.0,56032.20504
2011-04-21,5.17064262552,92347.5909521,73586.0,0.757452901569,82.0,9886.2687,7155236.385,0.0,3310.0,1912.0,428189.0,5973150.0,36693.8164494
2011-04-20,2.7208526000599997,92347.5909521,808384.0,0.6610498050060001,82.0,8633.2653,7145353.71,0.0,4676.0,3173.0,426277.0,5964900.0,27024.7054572
2011-04-19,2.3536445192,92347.5909521,2000468.0,0.647277934068,81.0,8395.45,7089663.0,0.0,5118.0,3567.0,423104.0,5957700.0,16394.593109999998
2011-04-18,3.4531980081199998,92347.5909521,87551.0,0.716137288757,82.0,9361.6198,7140184.935,0.0,3997.0,2711.0,419537.0,5950650.0,45944.600564199995
2011-04-17,4.16275215517,82345.644113,780771.0,0.7286295025589999,82.0,9657.585,6447992.25,0.0,3531.0,2320.0,416826.0,5942850.0,16441.2871
2011-04-16,4.61946212121,82345.644113,152420.0,0.6836018366709999,82.0,9146.535,6497675.25,0.0,3115.0,1980.0,414506.0,5933950.0,29328.498614999997
2011-04-15,3.6779672563699997,82345.644113,100098.0,0.552612263177,82.0,7359.61248,6458844.744,0.0,3050.0,2001.0,412526.0,5925600.0,75391.5825518
2011-04-14,2.58595013477,82345.644113,45784.0,0.667228139984,79.0,7675.1,5563719.0,0.0,5390.0,2968.0,410525.0,5918850.0,10783.303999999998
2011-04-13,4.05362903226,82345.644113,74439.0,0.8227782585079999,80.0,10053.0,5910700.0,0.0,3759.0,2480.0,407557.0,5910700.0,51759.955
2011-04-12,3.71150965825,82345.644113,69521.0,0.6836018366709999,78.0,7493.5380000000005,5292883.05,0.0,3398.0,2019.0,405077.0,5900650.0,37800.323613
2011-04-11,3.2021415646599998,82345.644113,36299.0,0.630387322439,75.0,6016.8240000000005,4601886.3,0.0,3040.0,1879.0,403058.0,5892300.0,8787.720623000001
2011-04-10,3.85876956745,82345.644113,37178.0,0.687695260842,74.0,6378.546095000001,4465817.0554,0.0,2843.0,1653.0,401179.0,5884600.0,2297.66462047
2011-04-09,3.4908464265300005,82345.644113,48280.0,0.650854443297,75.0,6105.4904,4510571.12,0.0,3078.0,1749.0,399526.0,5876200.0,9556.2354324
2011-04-08,3.66741,82345.644113,39878.0,0.638574170782,76.0,6234.597,4688731.75,0.0,2897.0,1700.0,397777.0,5868250.0,16425.096533
2011-04-07,3.3771298045599996,82345.644113,51998.0,0.663134715812,75.0,6220.6731,4499067.465,0.0,3057.0,1842.0,396077.0,5860450.0,8755.8618609
2011-04-06,2.94188632353,82345.644113,27403.0,0.568985959864,74.0,5201.2550200000005,4376644.8334,0.0,3149.0,1768.0,394235.0,5852350.0,6549.49211421
2011-04-05,3.1578125,68977.7846302,45955.0,0.692638663029,77.0,7174.55,4150234.0,0.0,3741.0,2272.0,392467.0,5845400.0,11855.01058
2011-04-04,3.0571336484700002,68977.7846302,39393.0,0.617202769036,79.0,7113.95,4609887.0,0.0,3887.0,2327.0,390195.0,5835300.0,16756.838519999998
2011-04-03,4.1676415471,68977.7846302,45209.0,0.572627013495,79.0,6680.7294,4659874.74,0.0,2708.0,1603.0,387868.0,5826300.0,3394.8358788
2011-04-02,4.1756986918,68977.7846302,26398.0,0.648062907488,79.0,7532.960440000001,4636731.6115,0.0,2915.0,1804.0,386265.0,5817950.0,1753.24155148
2011-04-01,4.451454170380001,68977.7846302,38322.0,0.600058247674,79.0,7002.137409999999,4646625.745,0.0,2785.0,1573.0,384461.0,5808500.0,2950.92053633
2011-03-31,3.6686772076199996,68977.7846302,49935.0,0.692638663029,79.0,8093.10192,4645483.755,0.0,3692.0,2206.0,382888.0,5799750.0,4741.60455892
2011-03-30,3.81746769231,68977.7846302,43376.0,0.5349090664980001,79.0,6203.385,4602771.75,0.0,2870.0,1625.0,380682.0,5789650.0,3247.31265
2011-03-29,2.11403087479,68977.7846302,43449.0,0.528051257953,79.0,6162.4,4625480.0,0.0,4182.0,2915.0,379057.0,5781850.0,2924.272
2011-03-28,2.04446052632,68977.7846302,57362.0,0.558911396405,81.0,6992.055,4951333.625,0.0,5102.0,3420.0,376142.0,5774150.0,10776.0781625
2011-03-27,3.0181993838,68977.7846302,57626.0,0.5246223536810001,82.0,6857.349,5165182.8,0.0,3565.0,2272.0,372722.0,5766000.0,7058.944311
2011-03-26,2.1372179444299997,68977.7846302,101642.0,0.483475502412,82.0,6383.87,5211306.75,0.0,3808.0,2987.0,370450.0,5758350.0,8677.64499
2011-03-25,3.45679923335,76192.6193475,70182.0,0.613584015552,80.0,7214.34,5118657.0,0.0,3624.0,2087.0,367463.0,5751300.0,6518.0698600000005
2011-03-24,3.0875112714200004,76192.6193475,98185.0,0.575708459036,80.0,6848.1,5168880.0,0.0,3802.0,2218.0,365376.0,5743200.0,12734.6094
2011-03-23,1.4431318681299998,76192.6193475,64659.0,0.56055823643,79.0,6303.6,4875260.0,0.0,5598.0,4368.0,363158.0,5735600.0,11509.47175
2011-03-22,2.19320552195,76192.6193475,63477.0,0.477232012096,77.0,5046.565906,4580532.2172,0.0,3504.0,2301.0,358790.0,5728200.0,6986.29599546
2011-03-21,0.835025239006,76192.6193475,44912.0,0.587071125991,77.0,6114.0548,4510573.77,0.0,5496.0,7322.0,356489.0,5721900.0,3606.9289257
2011-03-20,1.8467801047099999,76192.6193475,34938.0,0.473444456444,77.0,4938.29,4514178.5,0.0,2378.0,2674.0,349167.0,5714150.0,7317.3252299999995
2011-03-19,1.44239691715,76192.6193475,51587.0,0.41284356601899996,78.0,4491.624,4703309.6,0.0,2697.0,3114.0,346493.0,5707900.0,4610.830432
2011-03-18,2.12762157195,76192.6193475,57847.0,0.5226826799140001,79.0,5870.107917,4850600.91165,0.0,2802.0,2759.0,343379.0,5702450.0,11914.836446100002
2011-03-17,1.80830614806,76192.6193475,77214.0,0.496169790353,79.0,5764.88,5012084.0,0.0,2663.0,3188.0,340620.0,5695550.0,9103.18376
2011-03-16,2.00738029039,76192.6193475,61691.0,0.552983125127,80.0,6497.89,5063210.0,0.0,2581.0,3237.0,337432.0,5689000.0,4380.73308
2011-03-15,1.74683558824,76192.6193475,73225.0,0.367392898201,80.0,4365.342135,5112876.6045,0.0,2660.0,2499.0,334195.0,5681700.0,2533.62351785
2011-03-14,1.7667896679,76192.6193475,124309.0,0.443144011232,80.0,5266.8,5109165.0,0.0,2388.0,2981.0,331696.0,5676850.0,4165.4682
2011-03-13,2.2111271111099997,76192.6193475,51598.0,0.450719122535,80.0,5472.5396,5215051.6,0.0,2494.0,2475.0,328715.0,5671000.0,1144.2757524
2011-03-12,2.24070579659,76192.6193475,60424.0,0.518895124263,80.0,6300.8647,5210146.485,0.0,2600.0,2812.0,326240.0,5665050.0,4060.4433105
2011-03-11,2.9913015662099998,76192.6193475,97554.0,0.5113200129600001,81.0,6302.6724,5278534.78,0.0,2834.0,2107.0,323428.0,5658200.0,8949.1184555
2011-03-10,3.4729979879300004,76192.6193475,115881.0,0.450719122535,79.0,5178.24,4916761.5,0.0,2388.0,1491.0,321321.0,5651450.0,5033.003070000001
2011-03-09,3.9083850884199993,76192.6193475,90086.0,0.598433792945,79.0,6984.2841530000005,4989216.2705,0.0,2833.0,1787.0,319830.0,5645500.0,2922.43022685
2011-03-08,3.461703083,55589.5181269,37702.0,0.533330397391,85.0,8758.1088,5114430.72,0.0,3547.0,2530.0,318043.0,5637600.0,4025.8741824
2011-03-07,5.0402334905699995,55589.5181269,34115.0,0.649391934647,85.0,10685.295,5115806.55,0.0,2990.0,2120.0,315513.0,5627950.0,15740.543969999999
2011-03-06,6.4106150808099995,55589.5181269,40280.0,0.74610988236,85.0,12295.559725,5113241.209,0.0,2750.0,1918.0,313393.0,5616200.0,17230.2927142
2011-03-05,6.2571208381300005,55589.5181269,23192.0,0.7322930326870001,85.0,12176.357151,5148326.6327,0.0,2839.0,1946.0,311475.0,5602700.0,2600.96857742
2011-03-04,4.41056120812,55589.5181269,39776.0,0.549910616999,86.0,9345.9792,5249611.44,0.0,2996.0,2119.0,309529.0,5589450.0,2980.3802656
2011-03-03,2.86696868754,55589.5181269,90019.0,0.505696698044,86.0,8606.64,5244730.0,0.0,4099.0,3002.0,307410.0,5579500.0,2784.3185399999998
2011-03-02,2.6986583725599997,55589.5181269,97038.0,0.46700951895900006,86.0,8025.81,5290718.43,0.0,4755.0,2974.0,304408.0,5570350.0,2016.0587772
2011-03-01,3.7981927710800005,55589.5181269,238207.0,0.35923809150700003,86.0,6305.0,5395043.0,0.0,2494.0,1660.0,301434.0,5561900.0,22042.24605
2011-02-28,4.10252528468,55589.5181269,24184.0,0.46148277908999996,86.0,7926.07885,5273357.8974,0.0,2706.0,1932.0,299774.0,5555400.0,5746.40242009
2011-02-27,5.75320654578,55589.5181269,78056.0,0.7488732522949999,86.0,13008.0,5325168.0,0.0,3198.0,2261.0,297842.0,5547050.0,21026.42112
2011-02-26,6.31696326375,36459.8869251,52359.0,0.45492013323799996,91.0,12406.51585,5470235.4945,0.0,2901.0,1964.0,295581.0,5533500.0,5365.16861661
2011-02-25,5.2014995314,36459.8869251,31889.0,0.402359639756,91.0,11100.0,5520950.0,0.0,3067.0,2134.0,293617.0,5520950.0,11143.499
2011-02-24,5.19362800204,36459.8869251,30986.0,0.387860193278,91.0,10163.93,5233806.515,0.0,2847.0,1957.0,291483.0,5509850.0,6298.2103107
2011-02-23,4.82142857143,36459.8869251,26253.0,0.44042068676000007,91.0,11542.5,5224192.5,0.0,3480.0,2394.0,289526.0,5499150.0,11962.25845
2011-02-22,4.2828482342,36459.8869251,27368.0,0.384235331659,90.0,9216.6894,4770941.013,0.0,3143.0,2152.0,287132.0,5487000.0,4681.00351444
2011-02-21,4.15453529711,36459.8869251,24302.0,0.337112130606,90.0,8180.28,4817041.44,0.0,2857.0,1969.0,284980.0,5476400.0,2384.4715764000002
2011-02-20,5.28623227326,36459.8869251,29573.0,0.34073699222599996,91.0,8976.0224,5220511.9216,0.0,2492.0,1698.0,283011.0,5467100.0,9690.23399851
2011-02-19,5.06260575296,36459.8869251,40214.0,0.318987822509,91.0,8976.0,5566854.0,0.0,2542.0,1773.0,281313.0,5457700.0,33133.5831
2011-02-18,5.4372253116,36459.8869251,30662.0,0.391485054898,91.0,11342.052,5722380.291,0.0,3034.0,2086.0,279540.0,5448900.0,8823.61761575
2011-02-17,5.58859423503,25997.879928799997,15895.0,0.310166789054,94.0,12602.28,5711038.239,0.0,3096.0,2255.0,277454.0,5438100.0,4953.42697224
2011-02-16,5.8824900582,25997.879928799997,30500.0,0.298535534465,94.0,12129.6945,5698435.959,0.0,2466.0,2062.0,275199.0,5426100.0,5520.733309100001
2011-02-15,5.07322452581,25997.879928799997,54031.0,0.273980663665,94.0,11501.0,5874786.75,0.0,3046.0,2267.0,273137.0,5414550.0,11014.975335
2011-02-14,5.07894843276,25997.879928799997,29065.0,0.240379261517,94.0,10046.16,5836266.0,0.0,2838.0,1978.0,270870.0,5403950.0,5708.4912
2011-02-13,5.98370450842,25997.879928799997,21840.0,0.26364177069600003,94.0,11016.0,5826222.0,0.0,2608.0,1841.0,268892.0,5394650.0,4282.82532
2011-02-12,5.44090909091,25997.879928799997,36859.0,0.24554870800099998,94.0,10354.05,5868512.055,0.0,2918.0,1903.0,267051.0,5384450.0,10715.0728356
2011-02-11,3.9507090012300004,25997.879928799997,45157.0,0.246841069622,93.0,9612.075,5409887.175,0.0,3757.0,2433.0,265148.0,5374950.0,10896.3116295
2011-02-10,5.57073954984,25997.879928799997,72572.0,0.24425634638,94.0,10395.0,5901940.0,0.0,2797.0,1866.0,262715.0,5365400.0,72060.0309
2011-02-09,8.28194578896,25997.879928799997,25392.0,0.23650217665399997,93.0,8555.25,5007813.25,0.0,1387.0,1033.0,260849.0,5355950.0,8980.208434999999
2011-02-08,9.19239904988,25997.879928799997,26738.0,0.222286198822,93.0,7740.0,4812120.0,0.0,1053.0,842.0,259816.0,5346800.0,4071.375
2011-02-07,10.2417727772,22012.381338,106124.0,0.225413730769,94.0,9330.255,4835608.47,0.0,1094.0,911.0,258974.0,5338200.0,6098.37876945
2011-02-06,9.39323220537,22012.381338,22269.0,0.191492247013,94.0,8050.0,4901668.0,0.0,1060.0,857.0,258063.0,5327900.0,4343.53712
2011-02-05,9.45637542277,22012.381338,43393.0,0.200246178305,94.0,8387.805,4876064.805,0.0,1094.0,887.0,257206.0,5319150.0,24646.002019
2011-02-04,9.10675381264,22012.381338,23600.0,0.207905868185,94.0,8360.0,4672800.0,0.0,1134.0,918.0,256319.0,5310000.0,28553.00976
2011-02-03,7.19111969112,22012.381338,28485.0,0.163041970314,93.0,5587.5,3975375.0,0.0,975.0,777.0,255401.0,5300500.0,6046.44375
2011-02-02,6.7776911354600005,22012.381338,70019.0,0.17726710866300002,93.0,6804.8019,4446686.01195,0.0,1283.0,1004.0,254624.0,5293050.0,12758.269316
2011-02-01,8.63197969543,22012.381338,62654.0,0.195869212659,94.0,8502.5,5020702.5,0.0,1311.0,985.0,253620.0,5284950.0,70422.8274
2011-01-31,2.06694214876,22012.381338,11063.0,0.16413621172499998,89.0,3751.5,2638000.0,0.0,2162.0,1815.0,252635.0,5276000.0,5127.3955
2011-01-30,1.7866545619599998,22012.381338,7112.0,0.17945559148600002,89.0,3936.0,2528880.0,0.0,2494.0,2203.0,250820.0,5268500.0,4618.87344
2011-01-29,2.5930232558099995,22012.381338,9028.0,0.16413621172499998,88.0,3345.0,2346093.8,0.0,1642.0,1290.0,248617.0,5260300.0,1534.3407960000002
2011-01-28,3.54005791506,22012.381338,75983.0,0.178361350075,88.0,3667.5,2363760.0,0.0,1329.0,1036.0,247327.0,5252800.0,12566.61135
2011-01-27,3.7102222222199996,22012.381338,244197.0,0.17507862584000003,87.0,3339.2,2189116.91,0.0,1184.0,900.0,246291.0,5244650.0,4439.124132
2011-01-26,4.20685279188,18437.644392200003,8354.0,0.178725353444,89.0,4143.75,2225576.25,0.0,1192.0,985.0,245391.0,5236650.0,3600.406625
2011-01-25,3.43523316062,18437.644392200003,9593.0,0.142980282755,89.0,3315.0,2221432.5,0.0,1282.0,965.0,244406.0,5226900.0,2972.04455
2011-01-24,2.9887556221900002,18437.644392200003,14463.0,0.164977249333,90.0,3987.0,2312061.3,0.0,1682.0,1334.0,243441.0,5219100.0,2980.879664
2011-01-23,3.51961789376,18437.644392200003,18353.0,0.155811846592,90.0,3776.55,2314847.43,0.0,1397.0,1073.0,242107.0,5210100.0,1393.7251142999999
2011-01-22,2.4634381551400004,18437.644392200003,12943.0,0.150312604947,90.0,3525.18,2236167.84,0.0,1742.0,1431.0,241034.0,5201600.0,3326.6603480999997
2011-01-21,3.74021012416,18437.644392200003,9737.0,0.163144168784,90.0,3916.0,2285096.0,0.0,1354.0,1047.0,239603.0,5193400.0,6360.46884
2011-01-20,3.6446280991699997,18437.644392200003,14375.0,0.153978766044,88.0,3087.0,1905303.75,0.0,1125.0,847.0,238556.0,5184500.0,6592.0286774999995
2011-01-19,3.1126008273,18437.644392200003,14224.0,0.16222762851,87.0,3009.885,1760391.61,0.0,1281.0,967.0,237709.0,5176100.0,5956.860342600001
2011-01-18,3.46777241379,18437.644392200003,17351.0,0.142980282755,88.0,3016.962,1998640.6275,0.0,1200.0,870.0,236742.0,5167250.0,5974.91338365
2011-01-17,4.24019607843,18437.644392200003,21248.0,0.15856146741399998,89.0,3460.0,2063780.0,0.0,1080.0,816.0,235872.0,5159450.0,2393.5536
2011-01-16,3.36903602726,18437.644392200003,5692.0,0.15856146741399998,89.0,3460.0,2060320.0,0.0,1250.0,1027.0,235056.0,5150800.0,410.5024
2011-01-15,3.69098712446,18437.644392200003,19660.0,0.15764492714,89.0,3440.0,2056860.0,0.0,1094.0,932.0,234029.0,5142150.0,803.5836
2011-01-14,3.0466926069999998,16307.4209385,20944.0,0.141052454776,91.0,3915.0,2310097.5,0.0,1134.0,1285.0,233097.0,5133550.0,15553.8252
2011-01-13,2.9474822974,16307.4209385,12205.0,0.149969563986,90.0,3746.25,2075564.25,0.0,1150.0,1271.0,231812.0,5124850.0,5852.6631
2011-01-12,2.3702351987,16307.4209385,19002.0,0.135377930734,89.0,2922.5,1790460.0,0.0,1084.0,1233.0,230541.0,5115600.0,10463.0505
2011-01-11,2.1116481775,16307.4209385,10925.0,0.131324699274,88.0,2664.9,1680285.25,0.0,1185.0,1262.0,229308.0,5107250.0,1335.411987
2011-01-10,2.02293814433,16307.4209385,9608.0,0.135377930734,88.0,2747.15,1677620.35,0.0,1209.0,1358.0,228046.0,5099150.0,3418.8679840000004
2011-01-09,2.0576569991599998,16307.4209385,4919.0,0.123218236356,88.0,2454.7848,1644318.2184,0.0,1110.0,1193.0,226688.0,5090800.0,639.89456778
2011-01-08,2.2268827586200004,16307.4209385,9216.0,0.15564408802899998,88.0,3099.8208,1641355.1136,0.0,1267.0,1392.0,225495.0,5083200.0,1273.38830235
2011-01-07,2.63454545455,16307.4209385,5304.0,0.116733066022,88.0,2318.4,1633699.2,0.0,887.0,880.0,224103.0,5073600.0,13047.281576000001
2011-01-06,2.58547058824,16307.4209385,5052.0,0.11916500489700001,87.0,2197.65,1514853.6,0.0,950.0,850.0,223223.0,5066400.0,890.419309
2011-01-05,1.8812793624200002,16307.4209385,4746.0,0.121596943773,87.0,2242.485,1512645.8319,0.0,1064.0,1192.0,222373.0,5059050.0,57.813954282
2011-01-04,1.71439847021,16307.4209385,8950.0,0.11511177343800001,87.0,2129.2829,1514954.79345,0.0,943.0,1242.0,221181.0,5051550.0,789.5440973
2011-01-03,2.88391981243,16307.4209385,4844.0,0.132945991858,87.0,2459.9836,1513324.9111,0.0,956.0,853.0,219939.0,5044450.0,1082.67118214
2011-01-02,4.553059021919999,14484.162361200002,4965.0,0.12960209094,88.0,2699.9640000000004,1510854.855,0.0,779.0,593.0,219086.0,5036250.0,706.308482428
2011-01-01,4.49491952862,14484.162361200002,4249.0,0.128162067708,88.0,2669.9822,1508164.9455,0.0,775.0,594.0,218493.0,5027250.0,985.6248291239999
2010-12-31,4.2486905008599996,14484.162361200002,4557.0,0.118081905079,88.0,2459.9918,1505499.98165,0.0,768.0,579.0,217899.0,5018350.0,1013.8157206000001
2010-12-30,4.4280295203,14484.162361200002,7230.0,0.11520185861400001,88.0,2399.992,1503039.98985,0.0,730.0,542.0,217320.0,5010150.0,363.286489041
2010-12-29,4.0383775350999995,14484.162361200002,11872.0,0.12384199801,88.0,2588.6,1505647.15,0.0,848.0,641.0,216778.0,5002150.0,5364.534574
2010-12-28,4.05136986301,14484.162361200002,8990.0,0.121681963161,87.0,2366.0,1398194.0,0.0,772.0,584.0,216137.0,4993550.0,5186.17652
2010-12-27,4.207593688359999,14484.162361200002,9707.0,0.11592187023,87.0,2133.25,1321051.5,0.0,678.0,507.0,215553.0,4985100.0,438.29675
2010-12-26,3.05306561538,14484.162361200002,1680.0,0.10584170760099999,87.0,1984.49265,1343798.52295,0.0,946.0,650.0,215046.0,4977050.0,4465.50536103
2010-12-25,3.64864864865,14484.162361200002,4175.0,0.116641881846,86.0,2025.0,1242425.0,0.0,793.0,555.0,214396.0,4969700.0,1029.125
2010-12-24,3.2439446366799998,14484.162361200002,2077.0,0.10800174245,86.0,1875.0,1240400.0,0.0,788.0,578.0,213841.0,4961600.0,1157.69375
2010-12-23,3.23822463768,14484.162361200002,3020.0,0.10296166113600001,86.0,1787.5,1238525.0,0.0,860.0,552.0,213263.0,4954100.0,1402.2805
2010-12-22,3.32697160883,14484.162361200002,14144.0,0.113761835381,87.0,2109.3,1320835.65,0.0,875.0,634.0,212711.0,4946950.0,3268.146216
2010-12-21,4.30281899351,12251.9997604,6854.0,0.11998289168299998,89.0,2650.5365,1329048.9645,0.0,828.0,616.0,212077.0,4939050.0,283.39724621
2010-12-20,2.34073875803,12251.9997604,2735.0,0.09683898364289999,89.0,2186.25,1355530.0,0.0,1100.0,934.0,211461.0,4929200.0,2878.022125
2010-12-19,4.20307129799,12251.9997604,12456.0,0.11206523893300001,88.0,2299.08,1229820.375,0.0,775.0,547.0,210527.0,4921250.0,500.23907429999997
2010-12-18,4.22124463519,12251.9997604,6928.0,0.0962299334313,88.0,1967.1,1223100.45,0.0,603.0,466.0,209980.0,4912050.0,79.28832299999999
2010-12-17,4.3851888668,12251.9997604,3925.0,0.105365686605,88.0,2205.75,1250558.25,0.0,654.0,503.0,209514.0,4904150.0,3277.436205
2010-12-16,4.37260038241,12251.9997604,4728.0,0.11328333935599999,88.0,2286.87,1203803.45,0.0,700.0,523.0,209011.0,4895500.0,973.3644125
2010-12-15,3.6210819672099994,12251.9997604,7042.0,0.109019987875,88.0,2208.86,1205914.16,0.0,841.0,610.0,208488.0,4886200.0,2067.6301808
2010-12-14,2.74450951684,12251.9997604,8236.0,0.0992751844892,87.0,1874.5,1121767.5,0.0,978.0,683.0,207878.0,4877250.0,1234.35273
